FybrrLink Path BW,FybrrLink Path latency,FFybrrLink Path PLR,FybrrLink Hops Count,FybrrLink Execution Time,FybrrLink AVG CD,Plane Dijkstra Path BW,Plane Dijkstra Path latency,Plane Dijkstra Path PLR, Plane Dijkstra Hops Count, Plane Dijkstr Execution Time (in ms),Plane Dijkstra AVG CD,SDRA Path BW,SDRA latency,SDRA PLR,SDRA Hops Count,SDRA Execution Time,SDRA avg CD,Sway Path BW,Sway latency,Sway PLR,Sway Hops Count,Sway Execution Time,Sway avg CD
618,26.4557,0.00179935,2,23,0.7539,383,56.2851,0.00399476,3,43,0.76732,0,0,0,0,0,0.788307,618,26.4557,0.00179935,2,1604,0.753435
540,89.5998,0.00469181,5,226,0.754017,494,94.8887,0.00479084,6,194,0.767474,-207,94.8887,0.00658253,6,3682,0.788307,572,88.3697,0.00558838,5,4248,0.753516
150,67.7869,0.00518994,5,40,0.754017,323,114.374,0.00747688,6,138,0.767601,210,74.9718,0.00688075,8,1183348,0.788427,-26,61.1367,0.00658208,6,27430,0.753636
274,20.8358,0.00309766,2,23,0.754181,316,55.0551,0.00309752,3,46,0.767779,183,31.7446,0.00189914,3,438,0.788782,696,25.2256,0.0032974,2,4908,0.753786
495,21.2781,0.00289764,3,32,0.754202,126,82.6239,0.00459224,5,149,0.76781,400,21.2781,0.00289764,3,267,0.788827,-26,46.5039,0.00598551,6,25935,0.753802
470,28.3708,0.0034959,4,25,0.754278,101,118.316,0.00747685,7,209,0.767927,375,28.3708,0.0034959,4,287,0.78894,-51,79.2696,0.00668229,7,27393,0.753942
192,70.8105,0.00538946,4,141,0.754484,136,70.8105,0.00548896,4,89,0.768262,-20,79.0164,0.00509009,5,1838,0.789249,67,72.0406,0.00379537,4,1771,0.754146
156,90.1735,0.00678191,5,101,0.754608,296,124.412,0.0106523,7,192,0.768386,-501,101.981,0.00399384,7,63318,0.789422,281,90.1735,0.00598634,5,3182,0.754276
117,110.46,0.00528904,6,155,0.754962,290,92.5509,0.00548921,5,107,0.768893,0,0,0,0,0,0.789928,335,110.46,0.00528904,6,2715,0.754564
540,123.265,0.00787424,7,228,0.754962,64,125.292,0.00668162,7,211,0.769649,-373,128.32,0.00668112,9,724941,0.789928,649,91.0726,0.00699388,6,11739,0.754564
76,123.488,0.00638376,7,19,0.754962,220,89.5998,0.00459216,5,129,0.769697,-122,125.617,0.00648242,8,14131,0.789988,641,55.3806,0.00189877,4,2136,0.754615
439,37.4959,0.00259856,2,12,0.755155,522,45.7018,0.00439363,3,42,0.769837,615,52.6776,0.00489164,4,1422,0.790235,379,37.4959,0.00259856,2,1885,0.754782
241,64.8507,0.00618503,5,81,0.755223,489,63.261,0.00558836,4,78,0.769924,240,64.1602,0.00847126,5,4915,0.790407,201,53.0278,0.00289785,3,1725,0.754782
406,72.9645,0.00479173,4,16,0.755338,464,81.9675,0.00618563,5,130,0.770011,215,95.9047,0.0118387,8,2133110,0.790564,346,72.9645,0.00479173,4,3126,0.754812
80,17.5592,0.00189912,2,11,0.755476,771,17.5592,0.00189912,2,82,0.770172,-162,17.5592,0.00189912,2,503,0.790939,304,17.5592,0.00189912,2,1533,0.754812
461,55.0551,0.00479235,3,101,0.75562,633,35.1184,0.00249798,3,126,0.770316,0,0,0,0,0,0.790939,373,26.4557,0.00339712,2,1504,0.755029
428,37.4959,0.0032973,2,13,0.755711,427,105.705,0.00509038,6,141,0.770402,-581,40.5243,0.00149925,4,2068,0.790939,340,37.4959,0.0032973,2,1178,0.755076
417,55.0551,0.00489202,3,140,0.755732,416,88.1462,0.00349597,5,89,0.77046,-592,58.0835,0.00319628,5,4364,0.79097,329,54.2579,0.0030973,3,2377,0.755076
417,57.758,0.00459279,4,55,0.755732,142,70.8105,0.00459164,5,171,0.770607,0,0,0,0,0,0.791101,296,33.5483,0.00439372,3,2961,0.755116
494,35.1184,0.00529023,4,19,0.755732,383,146.459,0.00698057,8,182,0.770715,748,35.1184,0.00529023,4,440,0.791101,861,35.1184,0.00529023,4,13751,0.755188
100,116.614,0.00648285,7,134,0.755774,49,108.306,0.00688159,6,157,0.770792,-381,78.3457,0.00648285,7,200241,0.791164,42,108.306,0.00757709,6,27368,0.75525
44,88.9434,0.00319601,5,14,0.755974,179,88.1462,0.00717946,5,124,0.770969,-155,97.5916,0.00489004,7,63873,0.791411,111,97.7086,0.00369435,8,28133,0.755369
764,70.0134,0.00389476,4,76,0.75608,117,106.279,0.00817228,6,152,0.77108,-180,72.9398,0.00279701,5,1557,0.791574,755,70.0134,0.00389476,4,6909,0.755599
67,8.10887,0.0017994,3,13,0.756155,56,108.306,0.00757635,6,136,0.771198,-414,8.10887,0.0017994,3,319,0.791659,-68,48.7644,0.00419387,5,22389,0.755679
19,106.503,0.00359473,6,15,0.756249,132,105.705,0.00757659,6,157,0.771368,-202,115.151,0.00528808,8,208896,0.791748,583,75.6427,0.00638452,6,1836,0.755768
363,161.985,0.0112434,11,396,0.75629,177,145.005,0.00985844,8,193,0.77141,0,0,0,0,0,0.791809,-748,94.1258,0.0047912,7,25355,0.755829
